Province/State	Country	date	recovered
New South Wales	Australia	2020-05-18	2612
Queensland	Australia	2020-05-18	1038
Victoria	Australia	2020-05-18	1417
Western Australia	Australia	2020-05-18	543
South Australia	Australia	2020-05-18	435
Australian Capital Territory	Australia	2020-05-18	104
Tasmania	Australia	2020-05-18	197
Northern Territory	Australia	2020-05-18	28
