Province/State	Country	date	recovered
New South Wales	Australia	2020-05-19	2612
Queensland	Australia	2020-05-19	1039
Victoria	Australia	2020-05-19	1439
Western Australia	Australia	2020-05-19	545
South Australia	Australia	2020-05-19	435
Australian Capital Territory	Australia	2020-05-19	104
Tasmania	Australia	2020-05-19	198
Northern Territory	Australia	2020-05-19	28
