Province/State	Country	date	recovered
New South Wales	Australia	2020-07-10	2787
Queensland	Australia	2020-07-10	1057
Victoria	Australia	2020-07-10	2183
Western Australia	Australia	2020-07-10	602
South Australia	Australia	2020-07-10	439
Australian Capital Territory	Australia	2020-07-10	105
Tasmania	Australia	2020-07-10	213
Northern Territory	Australia	2020-07-10	30
