Province/State	Country	date	recovered
New South Wales	Australia	2020-11-11	4208
Queensland	Australia	2020-11-11	1163
Victoria	Australia	2020-11-11	19522
Western Australia	Australia	2020-11-11	757
South Australia	Australia	2020-11-11	498
Australian Capital Territory	Australia	2020-11-11	111
Tasmania	Australia	2020-11-11	215
Northern Territory	Australia	2020-11-11	34
