Province/State	Country	date	recovered
New South Wales	Australia	2020-12-06	4365
Queensland	Australia	2020-12-06	1191
Victoria	Australia	2020-12-06	19525
Western Australia	Australia	2020-12-06	808
South Australia	Australia	2020-12-06	553
Australian Capital Territory	Australia	2020-12-06	113
Tasmania	Australia	2020-12-06	215
Northern Territory	Australia	2020-12-06	47
