Province/State	Country	date	recovered
New South Wales	Australia	2020-04-21	1755
Victoria	Australia	2020-04-21	1202
Queensland	Australia	2020-04-21	738
Western Australia	Australia	2020-04-21	435
South Australia	Australia	2020-04-21	369
Australian Capital Territory	Australia	2020-04-21	92
Tasmania	Australia	2020-04-21	64
Northern Territory	Australia	2020-04-21	12
