Province/State	Country	date	recovered
New South Wales	Australia	2020-10-03	3944
Queensland	Australia	2020-10-03	1147
Victoria	Australia	2020-10-03	19091
Western Australia	Australia	2020-10-03	657
South Australia	Australia	2020-10-03	464
Australian Capital Territory	Australia	2020-10-03	110
Tasmania	Australia	2020-10-03	215
Northern Territory	Australia	2020-10-03	34
