Province/State	Country	date	recovered
New South Wales	Australia	2020-10-12	4015
Queensland	Australia	2020-10-12	1152
Victoria	Australia	2020-10-12	19229
Western Australia	Australia	2020-10-12	671
South Australia	Australia	2020-10-12	467
Australian Capital Territory	Australia	2020-10-12	110
Tasmania	Australia	2020-10-12	215
Northern Territory	Australia	2020-10-12	34
