Province/State	Country	date	recovered
New South Wales	Australia	2020-10-06	3973
Queensland	Australia	2020-10-06	1148
Victoria	Australia	2020-10-06	19149
Western Australia	Australia	2020-10-06	664
South Australia	Australia	2020-10-06	465
Australian Capital Territory	Australia	2020-10-06	110
Tasmania	Australia	2020-10-06	215
Northern Territory	Australia	2020-10-06	34
