Province/State	Country	date	recovered
New South Wales	Australia	2020-10-08	3982
Queensland	Australia	2020-10-08	1149
Victoria	Australia	2020-10-08	19162
Western Australia	Australia	2020-10-08	670
South Australia	Australia	2020-10-08	465
Australian Capital Territory	Australia	2020-10-08	110
Tasmania	Australia	2020-10-08	215
Northern Territory	Australia	2020-10-08	34
