Province/State	Country	date	recovered
New South Wales	Australia	2020-10-20	4052
Queensland	Australia	2020-10-20	1154
Victoria	Australia	2020-10-20	19313
Western Australia	Australia	2020-10-20	685
South Australia	Australia	2020-10-20	472
Australian Capital Territory	Australia	2020-10-20	110
Tasmania	Australia	2020-10-20	215
Northern Territory	Australia	2020-10-20	34
