Province/State	Country	date	recovered
New South Wales	Australia	2020-11-24	4292
Queensland	Australia	2020-11-24	1176
Victoria	Australia	2020-11-24	19526
Western Australia	Australia	2020-11-24	774
South Australia	Australia	2020-11-24	514
Australian Capital Territory	Australia	2020-11-24	111
Tasmania	Australia	2020-11-24	215
Northern Territory	Australia	2020-11-24	41
