Province/State	Country	date	recovered
New South Wales	Australia	2020-08-27	2994
Queensland	Australia	2020-08-27	1083
Victoria	Australia	2020-08-27	14837
Western Australia	Australia	2020-08-27	637
South Australia	Australia	2020-08-27	456
Australian Capital Territory	Australia	2020-08-27	110
Tasmania	Australia	2020-08-27	214
Northern Territory	Australia	2020-08-27	34
