Province/State	Country	date	recovered
New South Wales	Australia	2020-07-01	2787
Queensland	Australia	2020-07-01	1059
Victoria	Australia	2020-07-01	1816
Western Australia	Australia	2020-07-01	598
South Australia	Australia	2020-07-01	436
Australian Capital Territory	Australia	2020-07-01	105
Tasmania	Australia	2020-07-01	213
Northern Territory	Australia	2020-07-01	30
