Province/State	Country	date	recovered
New South Wales	Australia	2020-05-06	2418
Queensland	Australia	2020-05-06	985
Victoria	Australia	2020-05-06	1311
Western Australia	Australia	2020-05-06	528
South Australia	Australia	2020-05-06	432
Australian Capital Territory	Australia	2020-05-06	103
Tasmania	Australia	2020-05-06	168
Northern Territory	Australia	2020-05-06	27
