Province/State	Country	date	recovered
New South Wales	Australia	2020-06-08	2724
Queensland	Australia	2020-06-08	1050
Victoria	Australia	2020-06-08	1595
Western Australia	Australia	2020-06-08	559
South Australia	Australia	2020-06-08	436
Australian Capital Territory	Australia	2020-06-08	104
Tasmania	Australia	2020-06-08	211
Northern Territory	Australia	2020-06-08	30
