Province/State	Country	date	recovered
New South Wales	Australia	2020-11-30	4329
Queensland	Australia	2020-11-30	1184
Victoria	Australia	2020-11-30	19525
Western Australia	Australia	2020-11-30	788
South Australia	Australia	2020-11-30	544
Australian Capital Territory	Australia	2020-11-30	112
Tasmania	Australia	2020-11-30	215
Northern Territory	Australia	2020-11-30	41
