Province/State	Country	date	recovered
New South Wales	Australia	2020-09-02	2994
Queensland	Australia	2020-09-02	1084
Victoria	Australia	2020-09-02	15967
Western Australia	Australia	2020-09-02	641
South Australia	Australia	2020-09-02	458
Australian Capital Territory	Australia	2020-09-02	110
Tasmania	Australia	2020-09-02	215
Northern Territory	Australia	2020-09-02	34
