Province/State	Country	date	recovered
New South Wales	Australia	2020-07-23	2799
Queensland	Australia	2020-07-23	1063
Victoria	Australia	2020-07-23	3298
Western Australia	Australia	2020-07-23	631
South Australia	Australia	2020-07-23	441
Australian Capital Territory	Australia	2020-07-23	109
Tasmania	Australia	2020-07-23	213
Northern Territory	Australia	2020-07-23	30
