Province/State	Country	date	recovered
New South Wales	Australia	2020-09-29	3914
Queensland	Australia	2020-09-29	1141
Victoria	Australia	2020-09-29	18978
Western Australia	Australia	2020-09-29	653
South Australia	Australia	2020-09-29	462
Australian Capital Territory	Australia	2020-09-29	110
Tasmania	Australia	2020-09-29	215
Northern Territory	Australia	2020-09-29	34
