Province/State	Country	date	recovered
New South Wales	Australia	2020-05-15	2605
Queensland	Australia	2020-05-15	1031
Victoria	Australia	2020-05-15	1407
Western Australia	Australia	2020-05-15	538
South Australia	Australia	2020-05-15	435
Australian Capital Territory	Australia	2020-05-15	104
Tasmania	Australia	2020-05-15	190
Northern Territory	Australia	2020-05-15	28
