Province/State	Country	date	recovered
New South Wales	Australia	2020-07-09	2797
Queensland	Australia	2020-07-09	1060
Victoria	Australia	2020-07-09	2142
Western Australia	Australia	2020-07-09	602
South Australia	Australia	2020-07-09	437
Australian Capital Territory	Australia	2020-07-09	105
Tasmania	Australia	2020-07-09	213
Northern Territory	Australia	2020-07-09	30
