Province/State	Country	date	recovered
New South Wales	Australia	2020-09-24	3863
Queensland	Australia	2020-09-24	1125
Victoria	Australia	2020-09-24	18713
Western Australia	Australia	2020-09-24	650
South Australia	Australia	2020-09-24	462
Australian Capital Territory	Australia	2020-09-24	110
Tasmania	Australia	2020-09-24	215
Northern Territory	Australia	2020-09-24	34
