Province/State	Country	date	recovered
New South Wales	Australia	2020-08-17	2994
Queensland	Australia	2020-08-17	1079
Victoria	Australia	2020-08-17	9023
Western Australia	Australia	2020-08-17	633
South Australia	Australia	2020-08-17	450
Australian Capital Territory	Australia	2020-08-17	110
Tasmania	Australia	2020-08-17	214
Northern Territory	Australia	2020-08-17	34
