Province/State	Country	date	recovered
Victoria	Australia	2020-04-06	620
Western Australia	Australia	2020-04-06	162
South Australia	Australia	2020-04-06	51
Australian Capital Territory	Australia	2020-04-06	40
Tasmania	Australia	2020-04-06	15
Northern Territory	Australia	2020-04-06	2
New South Wales	Australia	2020-04-06	1353
