Province/State	Country	date	recovered
New South Wales	Australia	2020-06-22	2771
Queensland	Australia	2020-06-22	1053
Victoria	Australia	2020-06-22	1701
Western Australia	Australia	2020-06-22	593
South Australia	Australia	2020-06-22	436
Australian Capital Territory	Australia	2020-06-22	105
Tasmania	Australia	2020-06-22	213
Northern Territory	Australia	2020-06-22	30
