Province/State	Country	date	recovered
New South Wales	Australia	2020-04-29	2243
Queensland	Australia	2020-04-29	934
Victoria	Australia	2020-04-29	1279
Western Australia	Australia	2020-04-29	495
South Australia	Australia	2020-04-29	420
Australian Capital Territory	Australia	2020-04-29	101
Tasmania	Australia	2020-04-29	137
Northern Territory	Australia	2020-04-29	25
