Province/State	Country	date	recovered
New South Wales	Australia	2020-09-01	2994
Queensland	Australia	2020-09-01	1084
Victoria	Australia	2020-09-01	15967
Western Australia	Australia	2020-09-01	641
South Australia	Australia	2020-09-01	458
Australian Capital Territory	Australia	2020-09-01	110
Tasmania	Australia	2020-09-01	214
Northern Territory	Australia	2020-09-01	34
