Province/State	Country	date	recovered
New South Wales	Australia	2020-11-19	4251
Queensland	Australia	2020-11-19	1171
Victoria	Australia	2020-11-19	19523
Western Australia	Australia	2020-11-19	767
South Australia	Australia	2020-11-19	512
Australian Capital Territory	Australia	2020-11-19	111
Tasmania	Australia	2020-11-19	215
Northern Territory	Australia	2020-11-19	39
