Province/State	Country	date	recovered
New South Wales	Australia	2020-08-11	3178
Queensland	Australia	2020-08-11	1075
Victoria	Australia	2020-08-11	6889
Western Australia	Australia	2020-08-11	630
South Australia	Australia	2020-08-11	447
Australian Capital Territory	Australia	2020-08-11	110
Tasmania	Australia	2020-08-11	214
Northern Territory	Australia	2020-08-11	31
