Province/State	Country	date	recovered
New South Wales	Australia	2020-05-16	2611
Queensland	Australia	2020-05-16	1036
Victoria	Australia	2020-05-16	1417
Western Australia	Australia	2020-05-16	541
South Australia	Australia	2020-05-16	435
Australian Capital Territory	Australia	2020-05-16	104
Tasmania	Australia	2020-05-16	195
Northern Territory	Australia	2020-05-16	28
