Province/State	Country	date	recovered
New South Wales	Australia	2020-07-31	3076
Queensland	Australia	2020-07-31	1066
Victoria	Australia	2020-07-31	4479
Western Australia	Australia	2020-07-31	650
South Australia	Australia	2020-07-31	441
Australian Capital Territory	Australia	2020-07-31	109
Tasmania	Australia	2020-07-31	213
Northern Territory	Australia	2020-07-31	31
