Province/State	Country	date	recovered
New South Wales	Australia	2020-05-31	2685
Queensland	Australia	2020-05-31	1046
Victoria	Australia	2020-05-31	1557
Western Australia	Australia	2020-05-31	552
South Australia	Australia	2020-05-31	435
Australian Capital Territory	Australia	2020-05-31	104
Tasmania	Australia	2020-05-31	208
Northern Territory	Australia	2020-05-31	30
