Province/State	Country	date	recovered
New South Wales	Australia	2020-12-02	4340
Queensland	Australia	2020-12-02	1186
Victoria	Australia	2020-12-02	19525
Western Australia	Australia	2020-12-02	789
South Australia	Australia	2020-12-02	548
Australian Capital Territory	Australia	2020-12-02	112
Tasmania	Australia	2020-12-02	215
Northern Territory	Australia	2020-12-02	47
