Province/State	Country	date	recovered
New South Wales	Australia	2020-10-10	4006
Queensland	Australia	2020-10-10	1152
Victoria	Australia	2020-10-10	19207
Western Australia	Australia	2020-10-10	670
South Australia	Australia	2020-10-10	466
Australian Capital Territory	Australia	2020-10-10	110
Tasmania	Australia	2020-10-10	215
Northern Territory	Australia	2020-10-10	34
