Province/State	Country	date	recovered
New South Wales	Australia	2020-06-16	2768
Queensland	Australia	2020-06-16	1051
Victoria	Australia	2020-06-16	1664
Western Australia	Australia	2020-06-16	591
South Australia	Australia	2020-06-16	436
Australian Capital Territory	Australia	2020-06-16	104
Tasmania	Australia	2020-06-16	213
Northern Territory	Australia	2020-06-16	30
