Province/State	Country	date	recovered
New South Wales	Australia	2020-09-27	3893
Queensland	Australia	2020-09-27	1141
Victoria	Australia	2020-09-27	18901
Western Australia	Australia	2020-09-27	651
South Australia	Australia	2020-09-27	462
Australian Capital Territory	Australia	2020-09-27	110
Tasmania	Australia	2020-09-27	215
Northern Territory	Australia	2020-09-27	34
