Province/State	Country	date	recovered
New South Wales	Australia	2020-06-05	2714
Queensland	Australia	2020-06-05	1049
Victoria	Australia	2020-06-05	1586
Western Australia	Australia	2020-06-05	557
South Australia	Australia	2020-06-05	436
Australian Capital Territory	Australia	2020-06-05	104
Tasmania	Australia	2020-06-05	210
Northern Territory	Australia	2020-06-05	30
