Province/State	Country	date	recovered
New South Wales	Australia	2020-08-09	3163
Queensland	Australia	2020-08-09	1071
Victoria	Australia	2020-08-09	6378
Western Australia	Australia	2020-08-09	629
South Australia	Australia	2020-08-09	447
Australian Capital Territory	Australia	2020-08-09	110
Tasmania	Australia	2020-08-09	214
Northern Territory	Australia	2020-08-09	31
