Province/State	Country	date	recovered
New South Wales	Australia	2020-05-29	2666
Queensland	Australia	2020-05-29	1045
Victoria	Australia	2020-05-29	1549
Western Australia	Australia	2020-05-29	550
South Australia	Australia	2020-05-29	435
Australian Capital Territory	Australia	2020-05-29	104
Tasmania	Australia	2020-05-29	205
Northern Territory	Australia	2020-05-29	30
