Province/State	Country	date	recovered
New South Wales	Australia	2020-09-14	3774
Queensland	Australia	2020-09-14	1110
Victoria	Australia	2020-09-14	17893
Western Australia	Australia	2020-09-14	646
South Australia	Australia	2020-09-14	462
Australian Capital Territory	Australia	2020-09-14	110
Tasmania	Australia	2020-09-14	215
Northern Territory	Australia	2020-09-14	34
