Province/State	Country	date	recovered
New South Wales	Australia	2020-04-19	1356
Victoria	Australia	2020-04-19	1188
Queensland	Australia	2020-04-19	738
Western Australia	Australia	2020-04-19	426
South Australia	Australia	2020-04-19	354
Australian Capital Territory	Australia	2020-04-19	89
Tasmania	Australia	2020-04-19	64
Northern Territory	Australia	2020-04-19	11
