Province/State	Country	date	recovered
New South Wales	Australia	2020-10-25	4085
Queensland	Australia	2020-10-25	1155
Victoria	Australia	2020-10-25	19359
Western Australia	Australia	2020-10-25	692
South Australia	Australia	2020-10-25	475
Australian Capital Territory	Australia	2020-10-25	110
Tasmania	Australia	2020-10-25	215
Northern Territory	Australia	2020-10-25	34
