Province/State	Country	date	recovered
New South Wales	Australia	2020-10-18	4044
Queensland	Australia	2020-10-18	1154
Victoria	Australia	2020-10-18	19295
Western Australia	Australia	2020-10-18	685
South Australia	Australia	2020-10-18	472
Australian Capital Territory	Australia	2020-10-18	110
Tasmania	Australia	2020-10-18	215
Northern Territory	Australia	2020-10-18	34
