Province/State	Country	date	recovered
New South Wales	Australia	2020-08-04	3089
Queensland	Australia	2020-08-04	1067
Victoria	Australia	2020-08-04	5111
Western Australia	Australia	2020-08-04	626
South Australia	Australia	2020-08-04	443
Australian Capital Territory	Australia	2020-08-04	110
Tasmania	Australia	2020-08-04	214
Northern Territory	Australia	2020-08-04	31
