Province/State	Country	date	recovered
New South Wales	Australia	2020-05-11	2517
Queensland	Australia	2020-05-11	1021
Victoria	Australia	2020-05-11	1360
Western Australia	Australia	2020-05-11	536
South Australia	Australia	2020-05-11	434
Australian Capital Territory	Australia	2020-05-11	104
Tasmania	Australia	2020-05-11	183
Northern Territory	Australia	2020-05-11	28
