Province/State	Country	date	recovered
New South Wales	Australia	2020-08-19	2994
Queensland	Australia	2020-08-19	1079
Victoria	Australia	2020-08-19	9413
Western Australia	Australia	2020-08-19	633
South Australia	Australia	2020-08-19	452
Australian Capital Territory	Australia	2020-08-19	110
Tasmania	Australia	2020-08-19	214
Northern Territory	Australia	2020-08-19	34
