Province/State	Country	date	recovered
New South Wales	Australia	2020-11-02	4140
Queensland	Australia	2020-11-02	1163
Victoria	Australia	2020-11-02	19477
Western Australia	Australia	2020-11-02	722
South Australia	Australia	2020-11-02	485
Australian Capital Territory	Australia	2020-11-02	111
Tasmania	Australia	2020-11-02	215
