Province/State	Country	date	recovered
New South Wales	Australia	2020-08-29	2994
Queensland	Australia	2020-08-29	1084
Victoria	Australia	2020-08-29	15101
Western Australia	Australia	2020-08-29	637
South Australia	Australia	2020-08-29	458
Australian Capital Territory	Australia	2020-08-29	110
Tasmania	Australia	2020-08-29	214
Northern Territory	Australia	2020-08-29	34
