Province/State	Country	date	recovered
New South Wales	Australia	2020-07-30	3076
Queensland	Australia	2020-07-30	1065
Victoria	Australia	2020-07-30	4123
Western Australia	Australia	2020-07-30	650
South Australia	Australia	2020-07-30	441
Australian Capital Territory	Australia	2020-07-30	109
Tasmania	Australia	2020-07-30	213
Northern Territory	Australia	2020-07-30	31
