Province/State	Country	date	recovered
New South Wales	Australia	2020-07-20	2799
Queensland	Australia	2020-07-20	1061
Victoria	Australia	2020-07-20	2933
Western Australia	Australia	2020-07-20	622
South Australia	Australia	2020-07-20	440
Australian Capital Territory	Australia	2020-07-20	107
Tasmania	Australia	2020-07-20	213
Northern Territory	Australia	2020-07-20	30
