Province/State	Country	date	recovered
New South Wales	Australia	2020-05-09	2504
Queensland	Australia	2020-05-09	1019
Victoria	Australia	2020-05-09	1336
Western Australia	Australia	2020-05-09	536
South Australia	Australia	2020-05-09	433
Australian Capital Territory	Australia	2020-05-09	103
Tasmania	Australia	2020-05-09	179
Northern Territory	Australia	2020-05-09	28
