Province/State	Country	date	recovered
New South Wales	Australia	2020-09-03	2994
Queensland	Australia	2020-09-03	1086
Victoria	Australia	2020-09-03	16370
Western Australia	Australia	2020-09-03	643
South Australia	Australia	2020-09-03	459
Australian Capital Territory	Australia	2020-09-03	110
Tasmania	Australia	2020-09-03	215
Northern Territory	Australia	2020-09-03	34
