Province/State	Country	date	recovered
Victoria	Australia	2020-04-04	527
Western Australia	Australia	2020-04-04	92
South Australia	Australia	2020-04-04	46
Australian Capital Territory	Australia	2020-04-04	18
Tasmania	Australia	2020-04-04	15
Northern Territory	Australia	2020-04-04	1
